GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,MASS_P50,HIMASS_LIM,WARNING,index,mpa_z,model_u,model_g,model_r,model_i,model_z,ext_u,ext_g,ext_r,ext_i,ext_z
15882,182612,J080007.69+300916.7,1061,52641,128,30.15465,0.04657,10.562,8.76,0,368557,0.04658728,17.2328,15.9406,15.2997,14.923,14.6177,0.2762,0.2032,0.1474,0.1118,0.0792
14359,721232,J080007.96+264224.4,929,52581,180,26.706778,0.04721,10.391,8.59,0,305099,0.047209684,18.5874,16.8699,16.0566,15.6713,15.3385,0.2112,0.1554,0.1127,0.0855,0.0606
51380,712385,J080010.35+121939.7,2265,53674,153,12.327721,0.03506,10.01,8.5,0,785007,0.03504694,18.3359,16.9948,16.3185,15.9255,15.5918,0.1508,0.1109,0.0805,0.061,0.0433
14343,170404,J080014.30+264152.8,929,52581,141,26.698008,0.02801,10.327,8.53,0,305068,0.027998488,17.5883,15.7513,14.9866,14.6134,14.3124,0.2095,0.1541,0.1118,0.0848,0.0601
14346,4156,J080019.76+264205.1,929,52581,146,26.701433,0.02781,10.984,9.18,0,305073,0.027826823,16.7884,14.9332,14.0209,13.5432,13.1304,0.2082,0.1532,0.1111,0.0842,0.0597
56332,712388,J080019.96+105321.4,2418,53794,197,10.889283,0.04241,10.589,8.79,0,815189,0.04240687,18.1495,16.3047,15.4717,15.0663,14.7423,0.124,0.0912,0.0661,0.0502,0.0356
19132,184624,J080020.05+222634.8,1264,52707,16,22.443014,0.03498,10.346,8.55,0,414790,0.034990333,18.4184,16.5504,15.682,15.2744,14.9379,0.3458,0.2545,0.1846,0.1399,0.0992
51446,712389,J080021.23+144654.6,2266,53679,199,14.781841,0.04667,11.035,9.24,0,785352,0.04666788,17.7624,15.9302,15.0231,14.5428,14.1323,0.1333,0.0981,0.0712,0.054,0.0383
56343,712390,J080021.36+095554.8,2418,53794,241,9.931895,0.04597,10.269,8.5,0,815211,0.045959756,18.9887,17.2322,16.4412,16.0202,15.7055,0.1155,0.085,0.0617,0.0468,0.0331
56345,171204,J080026.90+101308.9,2418,53794,251,10.219146,0.04812,10.944,9.14,0,815217,0.04814594,16.7992,15.6157,14.9401,14.509,14.1871,0.1103,0.0812,0.0589,0.0446,0.0316
21939,171000,J080028.51+210810.5,1583,52941,509,21.136263,0.03023,10.442,8.64,0,532342,0.030228583,17.1864,15.6399,14.8929,14.5043,14.1835,0.271,0.1994,0.1446,0.1097,0.0777
51508,712394,J080030.11+145646.7,2266,53679,470,14.946329,0.04442,10.781,8.98,0,785526,0.044417735,17.6402,15.8479,15.0453,14.6299,14.2941,0.1413,0.1039,0.0754,0.0572,0.0405
13844,182633,J080031.15+282412.2,859,52317,553,28.403393,0.04903,10.322,8.52,0,277529,0.049026743,17.8289,16.5632,15.9265,15.5717,15.2944,0.2266,0.1667,0.1209,0.0917,0.065
14348,182634,J080031.67+264511.6,929,52581,154,26.753244,0.04746,10.391,8.59,0,305079,0.04745169,18.6093,16.9897,16.1721,15.7626,15.4297,0.2049,0.1508,0.1094,0.0829,0.0588
15873,182638,J080035.41+302406.3,1061,52641,83,30.401752,0.04569,10.39,8.59,0,368522,0.045704763,18.4349,16.8737,16.0922,15.6429,15.3379,0.2864,0.2107,0.1528,0.1159,0.0822
13898,182639,J080038.77+300553.2,860,52319,350,30.098131,0.04633,10.611,8.81,0,277838,0.046290714,18.4476,16.5404,15.6519,15.2247,14.8821,0.2858,0.2103,0.1525,0.1156,0.082
15874,182641,J080040.13+302404.7,1061,52641,87,30.401308,0.04583,10.673,8.87,0,368526,0.045839395,17.4496,15.9657,15.2278,14.7959,14.5306,0.2836,0.2087,0.1513,0.1148,0.0814
13878,182642,J080040.15+282835.4,860,52319,207,28.476501,0.04858,11.136,9.34,0,277737,0.048594564,17.5562,15.5652,14.6477,14.2084,13.8714,0.2234,0.1643,0.1192,0.0904,0.0641
13848,182643,J080040.44+281914.1,859,52317,596,28.320593,0.0485,10.129,8.5,0,277560,0.048498362,17.9371,16.5852,16.0461,15.7159,15.4902,0.2276,0.1675,0.1215,0.0921,0.0653
14399,182644,J080041.72+272822.3,929,52581,496,27.472862,0.04713,10.361,8.56,0,305321,0.047105256,18.8251,17.053,16.2264,15.7991,15.4796,0.2095,0.1542,0.1118,0.0848,0.0601
13877,182646,J080043.42+283247.5,860,52319,205,28.546528,0.04846,10.68,8.88,0,277736,0.048472892,18.0703,16.2524,15.4349,15.0318,14.6988,0.2139,0.1574,0.1142,0.0866,0.0614
51486,182471,J080045.55+154703.0,2266,53679,407,15.784186,0.04543,10.024,8.5,0,785482,0.045432307,17.5421,16.4635,16.0009,15.6725,15.4804,0.1869,0.1376,0.0998,0.0756,0.0536
13899,182650,J080047.68+300626.5,860,52319,354,30.10737,0.04598,11.063,9.26,0,277842,0.045937695,17.5899,15.6,14.681,14.2224,13.883,0.2917,0.2146,0.1557,0.118,0.0837
14398,182654,J080053.09+271337.5,929,52581,493,27.227102,0.04636,10.486,8.69,0,305318,0.04634691,19.4058,17.6364,16.6704,16.1469,15.7209,0.1941,0.1428,0.1036,0.0786,0.0557
13896,171457,J080055.83+295521.5,860,52319,342,29.922651,0.04572,10.504,8.7,0,277831,0.04572774,19.4417,17.642,16.6614,16.1216,15.6884,0.2622,0.1929,0.1399,0.1061,0.0752
36241,170311,J080059.90+164014.2,2081,53357,314,16.670626,0.03048,10.379,8.58,0,714505,0.030484071,18.4462,16.6332,15.7308,15.24,14.8311,0.1685,0.124,0.0899,0.0682,0.0483
19225,182658,J080100.28+243823.4,1265,52705,337,24.639853,0.04686,10.269,8.5,0,415321,0.04683608,18.5657,16.8588,16.091,15.7286,15.4531,0.2016,0.1483,0.1076,0.0816,0.0578
14400,182659,J080100.31+271046.8,929,52581,498,27.179667,0.04764,10.071,8.5,0,305323,0.047604945,19.7386,17.9523,17.0905,16.6532,16.3365,0.1947,0.1433,0.1039,0.0788,0.0559
36234,184634,J080103.94+162715.3,2081,53357,286,16.45427,0.03948,10.28,8.5,0,714486,0.03947963,18.8827,17.0697,16.2257,15.708,15.5081,0.2018,0.1485,0.1077,0.0816,0.0579
15872,182661,J080104.01+302854.5,1061,52641,82,30.481829,0.04603,10.328,8.53,0,368521,0.04603082,18.9423,17.1749,16.3184,15.8857,15.5783,0.2558,0.1882,0.1365,0.1035,0.0734
14325,182662,J080104.24+262038.9,929,52581,46,26.344154,0.04208,10.215,8.5,0,304995,0.04209661,18.5785,17.0847,16.3654,15.9365,15.57,0.1909,0.1405,0.1019,0.0773,0.0548
12205,182665,J080108.31+353722.4,757,52238,84,35.62291,0.03715,10.075,8.5,0,231704,0.037198413,17.5908,16.2444,15.6448,15.2985,15.1078,0.2678,0.1971,0.1429,0.1084,0.0768
14395,182666,J080108.91+273334.4,929,52581,482,27.559563,0.04177,10.195,8.5,0,305313,0.04176948,17.8249,16.4507,15.8648,15.4952,15.2003,0.2078,0.1529,0.1109,0.0841,0.0596
15870,182667,J080110.93+302446.4,1061,52641,41,30.412912,0.04602,11.062,9.26,0,368489,0.04602267,17.5682,15.5896,14.672,14.2361,13.8817,0.2586,0.1902,0.138,0.1046,0.0742
17091,171375,J080112.74+253323.0,1205,52670,266,25.5564,0.04718,10.561,8.76,0,396769,0.047181826,17.2469,15.8442,15.205,14.8307,14.5856,0.1837,0.1352,0.098,0.0743,0.0527
14403,182671,J080118.51+271245.5,929,52581,508,27.212662,0.04702,11.081,9.28,0,305331,0.04700289,17.3908,15.4429,14.5738,14.1441,13.8223,0.1939,0.1427,0.1035,0.0785,0.0556
13866,171007,J080119.53+291045.6,860,52319,132,29.179361,0.04112,11.088,9.29,0,277682,0.041139413,17.0458,15.1522,14.2749,13.8357,13.5181,0.2893,0.2128,0.1544,0.117,0.083
14324,182675,J080121.43+261605.2,929,52581,45,26.268122,0.04245,10.877,9.08,0,304994,0.042448416,17.6785,15.7599,14.8731,14.4474,14.1258,0.1927,0.1418,0.1028,0.078,0.0553
14405,182676,J080122.03+271205.5,929,52581,512,27.201555,0.04837,10.386,8.59,0,305334,0.048350867,19.0737,17.1661,16.3098,15.8895,15.5612,0.194,0.1427,0.1035,0.0785,0.0557
14384,182680,J080126.33+274925.6,929,52581,368,27.823793,0.04138,10.241,8.5,0,305236,0.04137244,18.018,16.5948,15.9435,15.54,15.2309,0.2482,0.1826,0.1324,0.1004,0.0712
14327,182681,J080127.06+261419.7,929,52581,52,26.238821,0.04222,10.682,8.88,0,305001,0.04222712,17.2449,15.8252,15.1119,14.6906,14.3772,0.1912,0.1407,0.1021,0.0774,0.0549
14347,182683,J080128.01+265119.5,929,52581,148,26.855433,0.04777,10.076,8.5,0,305075,0.047770746,19.4082,17.7558,16.9171,16.5218,16.2098,0.1914,0.1408,0.1021,0.0775,0.0549
51500,716629,J080133.52+160327.1,2266,53679,441,16.057531,0.04253,10.219,8.5,0,785506,0.042530816,18.4764,16.8934,16.1382,15.7519,15.4363,0.1738,0.1279,0.0928,0.0703,0.0499
14404,182685,J080133.52+272547.3,929,52581,509,27.429829,0.0481,10.116,8.5,0,305332,0.048098344,18.8599,17.016,16.4247,16.1181,15.7977,0.2061,0.1516,0.11,0.0834,0.0591
31893,184646,J080136.96+185306.5,1923,53319,425,18.885164,0.03914,10.929,9.13,0,666686,0.039149094,17.3145,15.559,14.6753,14.2268,13.875,0.1597,0.1175,0.0852,0.0646,0.0458
14406,182690,J080137.47+272133.5,929,52581,513,27.359322,0.04708,11.068,9.27,0,305335,0.047069717,17.7635,15.8002,14.8804,14.4011,14.021,0.1979,0.1456,0.1056,0.0801,0.0568
13882,182692,J080142.31+293911.9,860,52319,238,29.653318,0.04153,10.552,8.75,0,277758,0.041544847,18.0177,16.1763,15.353,14.9573,14.6566,0.2625,0.1931,0.1401,0.1062,0.0753
14211,182697,J080147.47+345537.3,891,52584,365,34.92705,0.03378,10.34,8.54,0,288600,0.03376773,18.3623,16.5236,15.6646,15.2297,14.9022,0.2896,0.2131,0.1545,0.1172,0.0831
14183,182698,J080151.81+331943.9,891,52584,46,33.328876,0.04413,10.575,8.78,0,288384,0.04413471,17.1853,15.7652,15.0912,14.7287,14.4598,0.262,0.1928,0.1398,0.106,0.0752
13868,182700,J080155.75+291611.2,860,52319,139,29.269785,0.04731,10.929,9.13,0,277687,0.04732079,18.026,16.0564,15.1284,14.674,14.3098,0.3201,0.2356,0.1708,0.1295,0.0918
14184,182702,J080157.52+330952.2,891,52584,55,33.164528,0.03818,10.904,9.1,0,288390,0.03820645,17.6414,15.7863,14.8903,14.3839,13.9917,0.3119,0.2295,0.1664,0.1262,0.0895
36230,184658,J080158.34+164914.4,2081,53357,270,16.820694,0.03802,10.077,8.5,0,714477,0.03801943,18.5866,17.1544,16.4764,16.0202,15.6746,0.1633,0.1202,0.0872,0.0661,0.0469
31887,184659,J080158.45+193126.0,1923,53319,367,19.523907,0.02847,10.8,9,0,666653,0.02847536,17.3385,15.388,14.46,13.9881,13.6317,0.1905,0.1402,0.1017,0.0771,0.0547
14335,182706,J080204.63+265937.3,929,52581,103,26.993715,0.04732,10.902,9.1,0,305041,0.047327034,17.618,15.7632,14.9231,14.507,14.1831,0.183,0.1347,0.0977,0.0741,0.0525
36223,184662,J080207.41+162326.3,2081,53357,249,16.390642,0.02985,10.549,8.75,0,714463,0.02984995,17.4993,15.6329,14.7808,14.3845,14.0711,0.188,0.1383,0.1003,0.0761,0.0539
21945,184664,J080209.20+211509.9,1583,52941,583,21.252758,0.03042,10.33,8.53,0,532376,0.030400733,17.671,16.0552,15.2964,14.8832,14.561,0.2561,0.1884,0.1367,0.1036,0.0735
12204,182710,J080210.28+354002.3,757,52238,52,35.66731,0.0445,10.412,8.61,0,231687,0.04452142,17.7683,16.254,15.5408,15.1703,14.9209,0.25,0.1839,0.1334,0.1012,0.0717
15912,171015,J080212.07+321854.2,1061,52641,409,32.315056,0.03713,10.681,8.88,0,368747,0.03713459,16.7326,15.1953,14.4966,14.1069,13.8908,0.2683,0.1974,0.1432,0.1086,0.077
31788,184668,J080213.95+182413.8,1922,53315,81,18.403835,0.03757,10.468,8.67,0,666013,0.03755109,18.8507,16.8824,15.9652,15.4795,15.0643,0.1401,0.1031,0.0748,0.0567,0.0402
31866,184669,J080215.79+182408.3,1923,53319,171,18.402317,0.03903,11.05,9.25,0,666532,0.03900804,17.3153,15.2948,14.417,13.9728,13.6205,0.1406,0.1035,0.075,0.0569,0.0403
36219,184670,J080216.25+164234.4,2081,53357,213,16.70956,0.03952,10.028,8.5,0,714443,0.039522193,18.0233,16.5938,16.0116,15.6665,15.438,0.1602,0.1179,0.0855,0.0648,0.046
15913,182715,J080218.39+323207.8,1061,52641,412,32.535503,0.03824,10.29,8.5,0,368749,0.03821593,17.4636,15.7935,15.168,14.8645,14.631,0.2808,0.2066,0.1498,0.1136,0.0806
13860,721237,J080218.60+284648.2,860,52319,83,28.780062,0.04649,10.53,8.73,0,277645,0.046493106,17.4481,16.0935,15.4176,15.0399,14.7353,0.3467,0.2551,0.185,0.1403,0.0995
36217,184672,J080219.43+162822.7,2081,53357,209,16.472994,0.03999,10.894,9.09,0,714440,0.03998556,17.3311,15.4508,14.5831,14.1799,13.8564,0.1801,0.1325,0.0961,0.0729,0.0517
19211,182717,J080222.71+235730.9,1265,52705,248,23.9586,0.04712,10.093,8.5,0,415275,0.04710963,18.4224,17.0524,16.4122,16.0354,15.7864,0.2559,0.1883,0.1365,0.1035,0.0734
15878,171018,J080223.64+311115.8,1061,52641,105,31.187744,0.0389,10.835,9.04,0,368541,0.038920756,17.0695,15.2595,14.4365,14.0616,13.7635,0.2601,0.1914,0.1388,0.1053,0.0746
15879,182720,J080227.64+305301.7,1061,52641,110,30.883806,0.04614,10.393,8.59,0,368545,0.046159323,18.5381,16.922,16.1123,15.6887,15.3529,0.2424,0.1784,0.1294,0.0981,0.0696
31817,184678,J080228.84+203050.3,1922,53315,364,20.513985,0.02861,10.553,8.75,0,666212,0.028627796,17.5153,15.7893,14.9491,14.4807,14.1126,0.2294,0.1688,0.1224,0.0928,0.0658
15877,182721,J080229.69+305149.1,1061,52641,103,30.863642,0.04693,10.229,8.5,0,368539,0.04693992,18.1767,16.8168,16.1476,15.7685,15.4939,0.2414,0.1776,0.1288,0.0977,0.0693
13862,182725,J080232.91+291032.2,860,52319,99,29.175615,0.04693,10.76,8.96,0,277659,0.046951614,18.2975,16.345,15.4311,14.9993,14.6579,0.3065,0.2255,0.1636,0.124,0.0879
14214,171019,J080239.02+344635.3,891,52584,403,34.776474,0.03213,10.931,9.13,0,288626,0.03211583,16.4215,14.69,13.882,13.4755,13.1584,0.2734,0.2011,0.1459,0.1106,0.0784
13906,171021,J080239.19+301518.0,860,52319,435,30.255005,0.03966,10.178,8.5,0,277891,0.039660435,17.158,15.8648,15.353,15.0277,14.8453,0.239,0.1759,0.1275,0.0967,0.0686
36214,184683,J080239.61+162202.1,2081,53357,206,16.367252,0.03985,10.03,8.5,0,714437,0.039848104,18.1127,16.6729,16.0514,15.7155,15.4643,0.1824,0.1342,0.0973,0.0738,0.0523
15881,182732,J080240.07+311600.2,1061,52641,118,31.266724,0.03846,10.139,8.5,0,368551,0.038477626,18.7554,17.1558,16.3474,15.9488,15.5887,0.233,0.1714,0.1243,0.0943,0.0668
19213,182733,J080240.39+241241.8,1265,52705,257,24.211634,0.0467,10.167,8.5,0,415280,0.04668239,18.3764,17.0718,16.4388,16.0165,15.7385,0.2485,0.1829,0.1326,0.1006,0.0713
14225,181599,J080240.65+343117.1,891,52584,488,34.52143,0.02885,10.304,8.5,0,288694,0.028838122,16.878,15.4257,14.7488,14.3693,14.165,0.2802,0.2062,0.1495,0.1134,0.0804
14219,181600,J080241.89+345640.7,891,52584,420,34.94465,0.03182,10.667,8.87,0,288637,0.031806022,16.9624,15.1582,14.3611,13.987,13.6937,0.2677,0.197,0.1429,0.1083,0.0768
36221,184686,J080242.27+162330.7,2081,53357,217,16.391888,0.0444,10.302,8.5,0,714446,0.04439797,18.8015,17.0507,16.2074,15.8079,15.4726,0.1826,0.1343,0.0974,0.0739,0.0524
36215,184690,J080245.07+161343.7,2081,53357,207,16.228815,0.0405,10.413,8.61,0,714438,0.040495876,18.1313,16.3874,15.575,15.2064,14.8957,0.1648,0.1212,0.0879,0.0667,0.0473
17077,182739,J080247.11+244616.9,1205,52670,135,24.771381,0.0413,10.095,8.5,0,396669,0.041306324,17.9907,16.7596,16.1312,15.7629,15.5127,0.1881,0.1384,0.1004,0.0761,0.054
13876,182741,J080247.92+292811.4,860,52319,170,29.46984,0.0464,10.307,8.51,0,277710,0.046417784,18.5421,16.8222,16.0503,15.6683,15.3828,0.2629,0.1934,0.1403,0.1064,0.0754
13875,171377,J080248.06+294616.2,860,52319,168,29.771194,0.0398,10.713,8.91,0,277709,0.039814804,17.357,15.5825,14.8091,14.4024,14.1118,0.235,0.1729,0.1254,0.0951,0.0674
12198,182744,J080250.76+354624.7,757,52238,5,35.77354,0.04051,11.093,9.29,0,231655,0.040510714,17.1023,15.1605,14.2604,13.8255,13.5053,0.2596,0.191,0.1385,0.105,0.0745
51523,712436,J080259.74+150827.6,2266,53679,554,15.141014,0.03924,10.662,8.86,0,785577,0.03924272,17.5207,15.8029,15.0371,14.6303,14.2744,0.1646,0.1211,0.0879,0.0666,0.0472
14222,727444,J080300.89+350932.8,891,52584,447,35.159134,0.03369,10.806,9.01,0,288661,0.033685055,17.5044,15.5741,14.6776,14.2195,13.8673,0.2453,0.1805,0.1309,0.0993,0.0704
21951,184695,J080301.14+210248.5,1583,52941,639,21.046833,0.04439,10.148,8.5,0,532397,0.044391908,17.8315,16.5226,15.9262,15.5883,15.3465,0.2242,0.165,0.1197,0.0907,0.0643
19217,182752,J080302.65+233315.1,1265,52705,279,23.554203,0.04404,10.728,8.93,0,415293,0.044028442,18.0109,16.3541,15.4861,14.9994,14.6363,0.2888,0.2125,0.1541,0.1169,0.0829
17073,182755,J080303.13+244220.9,1205,52670,121,24.705812,0.04314,10.128,8.5,0,396659,0.04313593,18.5955,17.0805,16.4007,15.9885,15.6781,0.1851,0.1362,0.0988,0.0749,0.0531
21948,184697,J080303.25+211412.6,1583,52941,623,21.23686,0.04426,10.627,8.83,0,532389,0.04425279,17.5951,16.0677,15.3261,14.9282,14.5992,0.2458,0.1809,0.1312,0.0995,0.0705
14388,182756,J080303.45+274438.3,929,52581,412,27.74399,0.04726,10.795,9,0,305266,0.047257286,17.1141,15.6832,14.9834,14.5675,14.2685,0.212,0.156,0.1131,0.0858,0.0608
13904,182757,J080303.63+301224.6,860,52319,425,30.20686,0.0404,10.745,8.95,0,277883,0.04038014,17.9164,15.9673,15.0956,14.6777,14.3397,0.2251,0.1656,0.1201,0.0911,0.0646
19171,181271,J080307.21+225217.8,1264,52707,608,22.87162,0.04761,10.456,8.66,0,415106,0.04761619,17.9928,16.6262,15.9097,15.4746,15.188,0.292,0.2149,0.1559,0.1182,0.0838
17065,180902,J080308.74+243923.1,1205,52670,84,24.656431,0.04169,10.881,9.08,0,396635,0.041689202,17.6184,15.6808,14.8186,14.3837,14.0313,0.1846,0.1358,0.0985,0.0747,0.053
21950,184704,J080309.34+211559.3,1583,52941,633,21.266487,0.04524,10.386,8.59,0,532396,0.04522242,19.2714,17.3098,16.3922,15.9514,15.5817,0.2449,0.1802,0.1307,0.0991,0.0703
56384,712437,J080309.43+115609.5,2418,53794,403,11.935981,0.03782,10.32,8.52,0,815301,0.03782573,18.4525,16.6206,15.7997,15.3984,15.1099,0.1303,0.0959,0.0695,0.0527,0.0374
17068,182767,J080314.67+244614.1,1205,52670,88,24.77061,0.0439,10.693,8.89,0,396639,0.043908037,18.2399,16.2684,15.3872,14.9791,14.6354,0.1783,0.1312,0.0951,0.0721,0.0511
51525,712438,J080315.07+155429.0,2266,53679,567,15.908057,0.04462,10.423,8.62,0,785584,0.04461356,17.7906,16.3153,15.6197,15.2502,14.9512,0.154,0.1133,0.0822,0.0623,0.0442
15867,180003,J080315.43+304747.3,1061,52641,10,30.796492,0.0403,10.974,9.17,0,368466,0.040301777,16.5788,14.823,14.0501,13.6545,13.4059,0.2519,0.1853,0.1344,0.1019,0.0723
17066,180005,J080316.52+244036.3,1205,52670,86,24.676777,0.04292,11.044,9.24,0,396637,0.04291999,17.5087,15.4999,14.6093,14.1598,13.8159,0.1874,0.1379,0.1,0.0758,0.0538
15919,180639,J080318.20+314634.9,1061,52641,508,31.776365,0.03635,10.767,8.97,0,368817,0.03635527,17.38,15.55,14.6962,14.283,13.953,0.2444,0.1798,0.1304,0.0989,0.0701
51522,712439,J080320.34+151213.0,2266,53679,550,15.203631,0.03925,10.073,8.5,0,785575,0.03924649,19.5781,17.5028,16.8191,16.3629,16.0812,0.1641,0.1207,0.0876,0.0664,0.0471
14411,182772,J080320.54+271552.5,929,52581,552,27.26461,0.04728,10.702,8.9,0,305357,0.047270667,18.3244,16.5809,15.9672,15.3221,15.0033,0.1831,0.1347,0.0977,0.0741,0.0525
14227,182773,J080321.45+350803.3,891,52584,525,35.134254,0.03406,10.204,8.5,0,288715,0.034057584,17.2603,15.945,15.3138,14.943,14.7439,0.2323,0.1709,0.124,0.094,0.0666
51589,716632,J080322.42+162407.2,2267,53713,355,16.402016,0.04546,10.431,8.63,0,785868,0.04543723,18.1584,16.404,15.6349,15.2724,14.9858,0.1696,0.1248,0.0905,0.0686,0.0487
56319,712440,J080322.76+095745.8,2418,53794,88,9.962727,0.03453,10.137,8.5,0,815135,0.03453565,18.9525,17.6439,16.7689,16.3201,15.9485,0.1242,0.0914,0.0663,0.0503,0.0356
17069,180008,J080328.06+250609.5,1205,52670,95,25.102667,0.02757,10.135,8.5,0,396643,0.027568242,15.9856,14.9342,14.4545,14.2143,14.0053,0.1583,0.1164,0.0845,0.064,0.0454
14178,180006,J080328.94+332744.5,891,52584,2,33.462387,0.03931,11.175,9.38,0,288360,0.039340764,15.563,14.4386,13.7828,13.3755,13.0496,0.2682,0.1973,0.1431,0.1085,0.0769
17083,182779,J080329.33+254418.6,1205,52670,197,25.7385,0.04673,10.515,8.72,0,396717,0.046720132,17.9637,16.3258,15.6032,15.2114,14.874,0.1401,0.103,0.0747,0.0567,0.0402
14319,182780,J080330.73+262958.7,929,52581,18,26.499647,0.04789,10.624,8.82,0,304981,0.047899224,18.2066,16.3706,15.5424,15.1474,14.8335,0.2063,0.1518,0.1101,0.0835,0.0592
31786,184710,J080338.47+192132.7,1922,53315,73,19.359085,0.03843,10.541,8.74,0,666009,0.038413126,18.9368,17.0869,16.1535,15.6319,15.1793,0.2118,0.1558,0.113,0.0857,0.0608
17084,182787,J080338.54+253101.1,1205,52670,199,25.516994,0.04669,10.344,8.54,0,396719,0.046686403,18.6453,16.8684,16.0643,15.6696,15.3626,0.1661,0.1222,0.0887,0.0672,0.0477
56320,712443,J080342.27+100159.7,2418,53794,89,10.033271,0.03369,10.215,8.5,0,815136,0.03368117,18.3368,16.5112,15.715,15.3424,15.054,0.1334,0.0982,0.0712,0.054,0.0383
17109,721242,J080342.41+262719.5,1205,52670,337,26.455427,0.04704,11.157,9.36,0,396818,0.04703052,17.3379,15.3586,14.4536,14.0113,13.7025,0.2158,0.1588,0.1152,0.0873,0.0619
56307,180014,J080343.91+100306.2,2418,53794,42,10.051735,0.03412,10.282,8.5,0,815109,0.034125395,17.3477,15.9833,15.3199,14.9828,14.6877,0.1332,0.098,0.0711,0.0539,0.0382
14228,180009,J080344.50+352034.3,891,52584,529,35.342865,0.03357,10.871,9.07,0,288718,0.033570446,16.7733,14.9478,14.1257,13.7222,13.4455,0.2297,0.169,0.1226,0.0929,0.0659
51521,180909,J080345.65+151423.0,2266,53679,547,15.239733,0.03819,10.921,9.12,0,785573,0.0382051,17.4425,15.4938,14.609,14.1938,13.8492,0.1737,0.1278,0.0927,0.0703,0.0498
31888,184713,J080345.81+191548.8,1923,53319,403,19.26358,0.03384,10.314,8.51,0,666671,0.033851553,18.0825,16.2804,15.4855,15.0906,14.813,0.1921,0.1413,0.1025,0.0777,0.0551
17106,182794,J080349.49+262818.9,1205,52670,328,26.471918,0.04873,10.144,8.5,0,396812,0.048717283,19.2249,17.4174,16.6188,16.229,15.9367,0.2181,0.1604,0.1164,0.0882,0.0626
17108,721243,J080349.74+263045.7,1205,52670,331,26.51271,0.04932,10.854,9.05,0,396815,0.04933083,18.0475,16.0949,15.2211,14.7832,14.4717,0.2207,0.1624,0.1178,0.0893,0.0633
17104,182795,J080350.42+262118.2,1205,52670,324,26.35508,0.04654,10.689,8.89,0,396809,0.04653458,18.4493,16.5107,15.6255,15.1786,14.8439,0.1989,0.1463,0.1061,0.0805,0.0571
17103,182797,J080352.83+262741.2,1205,52670,323,26.46145,0.04473,10.005,8.5,0,396808,0.044724416,19.5478,17.7797,16.9501,16.5404,16.2138,0.2161,0.159,0.1153,0.0875,0.062
21975,184716,J080352.84+215916.5,1584,52943,249,21.98793,0.04517,10.728,8.93,0,532546,0.04511109,17.9896,16.1196,15.2499,14.8333,14.505,0.2836,0.2087,0.1514,0.1148,0.0814
17107,180011,J080352.98+263123.3,1205,52670,330,26.523155,0.0463,10.232,8.5,0,396814,0.04630748,17.4588,16.2373,15.7023,15.3476,15.1257,0.221,0.1626,0.1179,0.0894,0.0634
14317,721244,J080353.17+263230.0,929,52581,12,26.54167,0.04919,10.308,8.51,0,304976,0.04919495,19.1458,17.2806,16.4337,16.0316,15.7156,0.2186,0.1608,0.1166,0.0884,0.0627
17080,182799,J080356.96+252024.8,1205,52670,163,25.340225,0.04282,10.093,8.5,0,396690,0.042802896,17.8356,16.3394,15.7669,15.4717,15.258,0.1562,0.115,0.0834,0.0632,0.0448
31890,184719,J080358.75+192151.3,1923,53319,414,19.36426,0.03384,10.701,8.9,0,666679,0.033846736,16.7813,15.2398,14.4965,14.0963,13.7945,0.2225,0.1637,0.1187,0.09,0.0638
19215,182800,J080359.20+234520.4,1265,52705,271,23.75568,0.02937,10.59,8.79,0,415288,0.0293812,16.8343,15.1769,14.4145,14.0245,13.7118,0.259,0.1906,0.1382,0.1048,0.0743
51584,712450,J080359.21+150343.1,2267,53713,315,15.061977,0.03916,10.688,8.89,0,785838,0.039158434,17.8655,16.0096,15.142,14.7247,14.3956,0.1827,0.1344,0.0975,0.0739,0.0524
17105,721245,J080400.99+263045.1,1205,52670,325,26.512554,0.04597,10.366,8.57,0,396810,0.04595021,20.1171,18.4012,17.3911,16.7969,16.3043,0.2169,0.1596,0.1157,0.0878,0.0622
19224,182805,J080401.38+243243.7,1265,52705,336,24.545498,0.04393,10.262,8.5,0,415320,0.04392675,18.1692,16.7409,16.0473,15.6338,15.3723,0.2122,0.1562,0.1133,0.0859,0.0609
51580,712454,J080403.84+150518.4,2267,53713,309,15.088464,0.03896,10.241,8.5,0,785834,0.038974836,19.4229,17.5484,16.6179,16.1375,15.7498,0.1851,0.1362,0.0988,0.0749,0.0531
14246,182811,J080407.37+353640.2,892,52378,319,35.61119,0.03162,10.257,8.5,0,289031,0.03162024,17.6272,16.1215,15.3831,14.9876,14.6959,0.2518,0.1853,0.1344,0.1019,0.0722
36211,184721,J080407.62+164908.0,2081,53357,195,16.81891,0.04479,10.418,8.62,0,714430,0.044790074,18.6929,16.8176,15.9738,15.5593,15.2617,0.161,0.1185,0.0859,0.0652,0.0462
19223,182812,J080408.89+243330.9,1265,52705,326,24.558605,0.04385,10.44,8.64,0,415314,0.043831922,18.5853,16.8356,16.0113,15.5616,15.1982,0.2149,0.1581,0.1147,0.0869,0.0616
31787,184722,J080409.05+193340.1,1922,53315,74,19.561163,0.03264,10.005,8.5,0,666010,0.032613292,18.3212,16.8874,16.1666,15.7719,15.4383,0.2241,0.1649,0.1196,0.0907,0.0643
