GASSID,AGC,PLATEID,MJD,FIBERID,RA,DEC,Z,MASS,SFR_SDSS,SFR,SSFR
112052,0,2609,54476,342,180.8556213379,20.2415237427,0.01950615,9.76037,0.0841492,-0.003316396,NULL
113066,0,2011,53499,9,196.5268859863,28.7017669678,0.01854661,9.289427,0.03430205,0.09238016,-10.32385
102000,0,404,51812,505,31.4432125092,0.6260683537,0.01951272,9.686559,0.02956787,0.01391438,-11.54309
111034,0,2506,54179,553,176.1998291016,19.6885051727,0.01627817,9.817828,0.05708081,0.5331029,-10.09102
110025,0,2350,53765,100,155.2987670898,25.4915046692,0.01945059,9.32073,0.009230388,-0.01650664,NULL
110027,0,270,51909,481,152.8244628906,0.4423973262,0.0120204,9.796802,0.1881829,1.310905,-9.679231
107009,0,1059,52618,526,117.4165267944,28.9456176758,0.01533409,9.453085,0.9252095,0.7834992,-9.559047
107010,0,890,52583,457,118.7743988037,32.7286911011,0.01784327,9.160507,0.7401165,0.6607308,-9.340483
107011,0,756,52577,59,118.1349029541,33.4816551209,0.01749763,9.35196,0.07266915,0.5340059,-9.624414
112053,222196,2238,54205,308,190.3088226318,26.7361316681,0.01584221,9.664997,0.4760911,0.3131483,-10.16925
113067,8883,2744,54272,302,209.5195922852,15.3148317337,0.01868359,9.889325,0.7543104,2.46026,-9.498344
113068,234376,2243,53794,445,198.7082061768,28.0189838409,0.01977841,9.05282,0.1123389,0.1069439,-10.02366
111035,6217,1604,53078,475,167.6883850098,12.0161428452,0.01078522,9.74917,0.1420202,1.176036,-9.678749
113069,0,2023,53851,432,199.0674743652,35.7624168396,0.01760107,9.775517,0.7280314,1.126716,-9.723703
113070,0,2011,53499,78,195.3612213135,28.4358940125,0.0192207,9.44357,0.009826978,0.05379977,-10.71279
112054,0,2660,54504,594,191.0359649658,25.4161605835,0.01738691,9.647467,0.01040208,0.01830254,-11.38496
113071,0,2104,53852,286,198.3364257812,30.5598945618,0.0198642,9.402046,0.390949,0.5532298,-9.659141
113072,0,2104,53852,195,199.338760376,31.0593738556,0.01856995,9.486726,0.6980075,0.6211721,-9.693514
111036,0,2509,54180,382,175.8052978516,20.1319255829,0.0183119,9.422849,0.01498028,0.04894032,-10.73318
110031,201297,573,52325,562,152.4428405762,5.1729273796,0.01382149,9.615572,0.6830777,0.8195212,-9.702012
110032,5567,1955,53442,512,154.7858581543,34.6750183106,0.01505097,9.848453,0.5708475,1.529308,-9.663958
112055,0,1614,53120,334,184.9137268066,13.4789552689,0.01996501,9.83308,0.009542894,0.004268698,-12.20278
109056,0,2435,53828,322,135.1745452881,17.6217823029,0.01300809,9.551298,0.6319607,0.8299137,-9.632265
112056,7430,1230,52672,7,185.5305175781,8.9905481339,0.0194602,9.647441,0.1164609,1.183209,-9.574379
111037,6449,1606,53055,246,171.6418609619,11.440073967,0.01069753,9.25456,0.1496684,0.4025715,-9.649717
108075,0,2271,53726,535,125.9151306152,18.299949646,0.01929241,9.990923,0.09004924,1.112793,-9.944509
109057,0,473,51929,146,140.0650482178,1.2888157368,0.01748733,9.920506,0.01828563,0.05402184,-11.18794
102001,122247,427,51900,412,30.2672615051,14.700961113,0.01523461,9.009212,0.07614477,0.1384542,-9.867907
109058,0,2362,53759,110,148.015838623,19.6511230469,0.01612012,9.906361,0.480917,0.5159327,-10.19377
107012,0,890,52583,281,117.4998092651,30.7468891144,0.01454612,9.999128,0.02483762,0.06743917,-11.17022
114070,0,2121,54180,75,211.9983215332,31.6460952759,0.01657971,9.653729,1.835609,0.7770709,-9.763268
109059,717794,2293,53730,461,142.3798065186,23.893579483,0.01833045,9.057071,0.1403169,0.2216524,-9.711398
109060,0,1301,52976,339,137.773223877,9.3495559692,0.01221229,9.643737,0.005721369,0.02054777,-11.33097
109061,191282,2296,53735,418,144.9874572754,24.9554443359,0.01953877,9.409271,0.5309335,1.000779,-9.408933
110034,200243,1746,53062,395,154.5980529785,13.2783746719,0.01824586,9.018072,0.03217511,0.3487733,-9.475529
111039,0,2509,54180,240,176.2006072998,19.5809516907,0.01967687,9.917293,0.0189723,0.02928816,-11.4506
108078,0,2418,53794,128,120.5914077759,10.1518507004,0.01522471,9.011273,0.05112462,0.1334318,-9.886014
112058,220247,1612,53149,610,183.8051605225,13.1845369339,0.0195672,9.761942,0.8304626,2.156785,-9.428135
114071,0,2758,54523,257,212.2938537598,17.2915782929,0.01685431,9.29874,0.01996273,0.124719,-10.20281
113074,232118,1805,53875,41,208.857925415,5.7290835381,0.01813611,9.020983,0.1925618,0.2323477,-9.654844
110036,201325,574,52355,402,153.7847900391,5.2433423996,0.01428663,9.076042,0.03061329,0.2123724,-9.748944
109062,0,1949,53433,480,149.4986572266,32.239654541,0.01499016,9.095991,2.444106,0,NULL
111040,0,2509,54180,97,177.2609863281,18.8532238007,0.01924318,9.038764,0.05187285,0.1019241,-10.03049
108079,0,1588,52965,509,131.6676330566,29.8665790558,0.01978048,9.263212,0.509331,0.4795936,-9.582338
111041,0,2508,53875,233,174.9846343994,16.9550094605,0.01062913,9.013782,0.4927312,0.7079019,-9.163809
113075,0,2016,53799,35,198.4906158447,35.3146514893,0.01697419,9.137657,0.3835307,0.2503208,-9.739161
111042,214010,581,52356,519,167.2619781494,5.0316367149,0.01920397,9.162026,0.3372563,0.5077657,-9.456363
108080,0,2419,54139,280,120.393699646,9.304851532,0.01531348,9.313442,0.03650229,NULL,NULL
109064,0,1740,53050,571,141.4520721436,11.4542350769,0.01079413,9.458057,0.004961237,0.004651673,-11.79045
109065,190517,1305,52757,5,146.9654846191,8.830789566,0.01814077,9.5456,0.9662958,1.456944,-9.382157
112060,0,2240,53823,513,194.6600646973,27.5441036224,0.01991322,9.953501,0.02547358,0.02684532,-11.52463
114072,241133,2744,54272,90,210.9434356689,14.8681049347,0.01464606,9.066956,1.392099,0.5689653,-9.31187
114073,9008,1703,53799,117,211.2575836182,11.0118780136,0.01783709,9.556159,0.08880759,0.8138008,-9.645641
109066,0,2284,53708,636,137.3486480713,22.5139350891,0.01489479,9.985227,0.3984007,0.4113566,-10.37101
124009,0,751,52251,219,1.5817140341,14.3274297714,0.01817357,9.656278,0.08206163,0.03754508,-11.08173
114074,240393,2134,53876,185,217.1285247803,27.2659225464,0.01298364,9.220699,0.4970958,0,NULL
114075,0,1703,53799,510,211.2933044434,11.7713699341,0.01741475,9.22683,0.1348342,0.4544646,-9.56933
112062,0,2240,53823,502,194.6622772217,27.9538726807,0.0199885,9.293571,0.01307254,0.06728773,-10.46564
109067,0,470,51929,389,135.4383239746,0.5218703747,0.01849118,9.402597,0.8467205,0.6787571,-9.570883
101012,0,429,51820,47,27.260515213,12.9275178909,0.01737405,9.825233,0.01603024,0.04079426,-11.21463
109068,0,1274,52995,164,141.4272918701,35.3060379028,0.01633792,9.244196,0.1847311,0.2659215,-9.819443
109069,0,2292,53713,233,143.7763366699,21.6276664734,0.01203591,9.195748,0.143817,0.2853893,-9.740311
112064,0,2011,53499,188,194.7337646484,28.463634491,0.01972125,9.347321,0.06113925,0.1984411,-10.04969
114076,714080,1707,53885,36,216.5892333984,10.1633358002,0.01615214,9.182854,0.2386987,NULL,NULL
114077,0,2135,53827,356,216.5644836426,25.466545105,0.01647562,9.187661,0.2042961,0.2269805,-9.831673
111044,6795,2514,53882,352,177.3420257568,24.9384727478,0.01991236,9.636344,0.7607993,1.03626,-9.620875
124010,230,753,52233,460,5.9974722862,15.7704458237,0.01770679,9.929251,1.305931,3.718312,-9.358905
114078,248875,1703,53799,575,211.425994873,12.2419319153,0.01755319,9.373179,0.3802945,0.3725418,-9.802005
110038,0,2372,53768,387,150.5678710938,19.2156581879,0.01657639,9.99789,0.5071893,1.021101,-9.988821
113080,0,2009,53857,197,197.2804870605,28.6684684753,0.01874064,9.192173,0.1395919,0.04096721,-10.57974
112065,0,1763,53463,586,180.2834625244,15.3982486725,0.0172285,9.669611,0.0412126,0.02666378,-11.24369
109070,191735,1303,53050,640,144.2596893311,9.5400075912,0.01852265,9.666807,0.3654771,0.2982073,-10.19229
110039,0,2477,54058,43,161.1340637207,21.7585887909,0.01852581,9.14115,0.296531,0.1850858,-9.873776
109071,0,1595,52999,100,147.3267974854,35.1787986755,0.01525075,9.29265,0.2837397,0.2649734,-9.869448
113081,0,2743,54259,148,209.3475036621,15.4592676163,0.01789381,9.164417,0.02033996,0.0852379,-10.23378
112068,0,517,52024,266,181.0405731201,1.825976491,0.01717741,9.674924,0.6897157,0.7603287,-9.793922
122002,0,739,52520,152,340.2944030762,13.3399000168,0.01733703,9.465688,0.5399706,0.8804655,-9.520975
111045,724244,2514,53882,120,179.1181030273,24.6649188995,0.01698513,9.092886,0.2036527,0.174566,-9.850926
110040,200351,1746,53062,594,156.2872161865,13.601398468,0.01860469,9.832184,0.3571002,0.462298,-10.16726
101013,0,399,51817,450,21.4155197144,1.1780998707,0.01949208,9.840332,0.819238,0.9717034,-9.852798
109072,0,1944,53385,531,145.1326293945,28.9693317413,0.01886807,9.676524,0.4569725,0.8513517,-9.746415
107015,0,1060,52636,532,119.0454483032,30.212802887,0.01662313,9.551772,0.3295187,0.6604118,-9.731957
113082,0,2028,53818,93,206.7788848877,33.880443573,0.01506655,9.490806,0.7354109,0.9229036,-9.525649
108082,180196,1585,52962,484,124.8146896362,24.7926521301,0.01551918,9.824915,0.1927925,1.501883,-9.648279
113083,0,525,52295,258,197.3932342529,1.6236906052,0.01981813,9.24227,0.3518196,0.3008144,-9.763971
124011,466,393,51794,464,10.9661521912,0.8019571304,0.01813772,9.873045,0.3430916,0.9036138,-9.917062
113084,0,2110,53467,118,202.9834442139,31.0328998566,0.01556076,9.133303,0.3273031,0.3023712,-9.652762
111047,0,283,51959,426,175.7247161865,0.1618604809,0.01847006,9.157209,0.5155017,0.6330112,-9.355798
109073,190462,1305,52757,228,145.8741912842,9.4207878113,0.01096739,9.917467,0.01013211,0.01334413,-11.79218
108084,180018,2419,54139,94,120.9849090576,8.6995925903,0.01656087,9.755807,2.319317,1.656309,-9.536666
108085,180598,1927,53321,514,125.9677124023,21.4186592102,0.01699542,9.353283,0.1399298,0.1456237,-10.19005
108086,0,1927,53321,378,125.2054901123,22.6577644348,0.01381528,9.77505,0.8889147,1.415806,-9.624046
112070,7031,2228,53818,302,180.8397827148,29.4198074341,0.01194008,9.46579,0.3989148,0.458954,-9.804021
110041,5800,2352,53770,600,159.9126434326,25.3227386475,0.01733419,9.93393,1.831176,1.98605,-9.635941
109074,4959,1195,52724,237,140.1341552734,7.0740718842,0.01843517,9.88976,0.4760144,1.301978,-9.775156
112071,0,2608,54474,631,181.8274230957,20.3714122772,0.01083258,9.004076,0.2104021,0.09022543,-10.04875
109075,0,2582,54139,444,147.1437835693,14.8990907669,0.01951662,9.7702,0.02204652,0.05409858,-11.03701
108087,0,1926,53317,212,124.7841873169,21.8463306427,0.01428432,9.463485,0.06466809,0.2193531,-10.12234
112072,7032,2595,54207,137,180.8638763428,16.4857177734,0.0134834,9.973159,0.9415862,1.654211,-9.754568
112073,0,517,52024,236,181.1227874756,1.9400012493,0.01726595,9.734193,0.01229306,0.01539725,-11.54675
109076,190161,1739,53050,23,139.198348999,9.8913202286,0.01756686,9.718135,0.1184841,0.6213536,-9.924796
108088,180363,2425,54139,602,128.5724945068,14.5479221344,0.01509643,9.511554,0.2072145,0.2426093,-10.12665
112074,0,520,52288,401,187.7294311523,3.4918518066,0.01744784,9.582801,0.7092022,0.706267,-9.733832
110043,202002,2352,53770,251,158.4736328125,24.0220985413,0.01785252,9.90024,0.5749235,0.8496907,-9.970979
113085,0,2093,53818,233,197.5995635986,33.336063385,0.01599894,9.065483,0.1308007,0.2008705,-9.762567
108089,4504,2277,53705,378,129.4290466309,20.5038509369,0.01574007,9.521655,0.008199549,0.4409457,-9.87727
109077,192407,1306,52996,209,147.8265075684,9.1392316818,0.01779993,9.504068,0.1356969,0.2005396,-10.20187
113087,0,2242,54153,144,196.454574585,26.4310340881,0.01987377,9.287602,0.005805106,0.02940937,-10.81912
124012,101904,751,52251,211,1.6220773458,14.1823682785,0.01776226,9.744797,0.0274992,0.3115958,-10.25121
111048,0,2508,53875,398,175.0238342285,17.6933498383,0.01291113,9.227022,0.2596331,0,NULL
110044,201303,573,52325,610,152.6549835205,5.1506328583,0.01370451,9.242023,0.7264071,0.9462364,-9.266023
124013,0,393,51794,362,10.6293725967,1.0771454573,0.0174587,9.951153,0.02120167,0.01299977,-11.83722
114085,0,1708,53503,320,215.3278198242,12.5059556961,0.01645106,9.3141,0.361618,NULL,NULL
113088,0,2242,54153,453,196.1537475586,28.2505187988,0.01874297,9.282778,0.01485183,0.007096032,-11.43176
114086,0,1838,53467,551,210.8114471436,35.0977287293,0.01451255,9.352046,0.04197204,0.1880417,-10.07779
102002,2404,708,52175,567,43.9536590576,1.0794068575,0.01677653,9.866894,0.1897187,0.4620614,-10.20219
108090,180934,1756,53080,225,121.8534088135,6.8632092476,0.01498656,9.823525,0.1933482,0.4901269,-10.13322
108091,0,757,52238,34,120.1951293945,35.52942276,0.01748764,9.13035,0.2039107,0.1531894,-9.945122
114088,0,1838,53467,603,211.1541290283,35.5455207825,0.01408049,9.557507,0.3542502,0.4434957,-9.910617
112076,0,2230,53799,320,182.3942871094,29.3365840912,0.01284433,9.186255,0.008311514,0.07531636,-10.30937
112077,0,517,52024,233,181.1284332275,2.3433980942,0.0199654,9.125648,0.2992403,0.3932136,-9.53102
101014,0,396,51816,636,17.7117595673,0.1981414258,0.017625,9.754879,0.2787597,0.8620988,-9.819322
110046,0,2372,53768,321,150.7162322998,20.2015781403,0.01647342,9.107516,0.1457102,0.2971019,-9.634611
109079,0,2584,54153,401,149.2514953613,15.5556583405,0.01445513,9.207758,0.2642288,0.24818,-9.812991
112078,220374,1230,52672,84,184.9339447021,9.148607254,0.01960878,9.745686,0.8341038,1.87951,-9.471641
108093,0,1929,53349,522,128.8757629395,23.6762084961,0.0167682,9.9385,0.7226868,2.8054,-9.490505
114089,242111,2127,53859,478,213.7545471191,26.7168598175,0.01741468,9.552571,0.1738161,0.2831026,-10.10063
112079,0,517,52024,169,181.3647003174,1.9481346607,0.01862302,9.730027,0.01288606,0.006084372,-11.94581
112080,0,2660,54504,442,190.3706054688,26.0886077881,0.01644461,9.952641,0.6344832,0.9565086,-9.971952
110047,0,2350,53765,136,155.0152740479,25.5717411041,0.01810709,9.266663,0.1720284,0.07830323,-10.37288
114090,244381,1708,53503,565,217.1976165771,13.8211984634,0.01758545,9.247815,0.3142824,0.5406457,-9.514902
114091,0,2128,53800,542,214.676651001,24.9221801758,0.01499978,9.063853,0.1402039,0.1852167,-9.796173
113089,0,530,52026,38,208.2536468506,2.262237072,0.01460306,9.108644,0.03629444,0.4399532,-9.465237
113090,0,2093,53818,420,197.9688110352,34.0335769653,0.01697911,9.322244,0.2300224,0.4392489,-9.679533
108094,4545,2428,53801,416,130.7349395752,13.6415901184,0.0168081,9.678985,2.580478,1.418287,-9.527221
112081,227479,2660,54504,545,190.9296569824,25.4714717865,0.01735059,9.929501,0.3223667,0.5553926,-10.1849
123006,330123,744,52251,218,348.446105957,13.6876144409,0.01535167,9.844591,1.221041,1.442128,-9.685587
111049,0,2655,54184,356,179.4853973389,25.0682868958,0.0138497,9.684562,0.005758508,0.03010895,-11.20587
109080,5324,2584,54153,248,148.6923828125,13.3747520447,0.01986009,9.52253,0.7137401,0.6180608,-9.731499
109081,5342,2583,54095,62,149.1770324707,15.6364822388,0.01521956,9.222721,4.607445,2.255303,-8.869516
123007,12705,747,52234,133,354.1547241211,14.1572751999,0.01326291,9.363854,0.1646456,NULL,NULL
112082,0,517,52024,91,182.1781921387,1.4563368559,0.01847933,9.112957,0.2038169,0.2739075,-9.675353
109082,193880,2578,54093,541,142.3871459961,13.1927995682,0.01981419,9.68895,0.2407244,0.2308694,-10.32558
113091,0,2742,54233,612,207.7048034668,17.2820930481,0.01748235,9.164159,0.3697431,0.2992359,-9.688145
109083,192466,1300,52973,592,137.0224761963,8.5106687546,0.01815467,9.810083,0.993162,0.7228686,-9.951024
114094,9257,2133,53917,335,216.7895965576,30.9482135773,0.01366233,9.389032,0.7456587,0.912441,-9.428827
114095,241200,2128,53800,441,214.0596923828,25.5456142426,0.0173433,9.835031,0.719151,1.170996,-9.766475
114096,0,2135,53827,360,216.4782714844,25.7680149078,0.01558544,9.332353,0.01133548,0.01046181,-11.31275
107016,0,891,52584,206,119.8588485718,32.9690361023,0.01807039,9.356265,0.3243546,0.3054234,-9.871363
109084,193098,570,52266,494,145.7856750488,3.9402377605,0.01961046,9.04043,0.12094,0.2615907,-9.622808
113092,0,2110,53467,372,201.8306274414,31.7883167267,0.01537,9.073445,0.2467687,0.2762121,-9.632202
114097,8951,1807,54175,115,210.7121429443,8.7798185349,0.01959128,9.5114,0.2887022,0.3591457,-9.95613
108097,0,1185,52642,393,125.5079421997,4.3925728798,0.01416982,9.344268,0.08527665,0.2543392,-9.938854
124014,618,395,51783,522,14.9255161285,0.9166085124,0.01763613,9.493899,0.07797226,1.038052,-9.47768
108098,180939,930,52618,136,122.1950912476,28.0789794922,0.01871277,9.060228,0.3370622,0.7992248,-9.157559
114098,240004,1704,53178,366,210.6475830078,14.5350465775,0.01333404,9.390776,0.1990582,0.3464596,-9.851123
101015,0,399,51817,437,20.6675128937,0.7211850882,0.01785018,9.892576,0.09825397,0.08281397,-10.97447
107017,170350,890,52583,411,118.5849761963,32.7746238709,0.01774146,9.153337,0.3201622,0.2770889,-9.710717
108099,0,931,52619,145,125.0580062866,30.4175033569,0.01963206,9.335853,0.0305225,0.1389663,-10.19294
113093,0,294,51986,577,197.3322753906,0.8837170601,0.01846604,9.044086,0.01073989,0.0438239,-10.40237
111053,0,1605,53062,60,170.4155883789,11.4901742935,0.01987824,9.290946,0.2765414,0,NULL
108100,180197,1927,53321,298,124.8044204712,20.7574748993,0.01680597,9.49586,0.1927348,0.1948904,-10.20607
114099,0,2758,54523,225,212.4188842773,17.518705368,0.01461654,9.613688,0.02694139,0.13191,-10.49341
124015,0,391,51782,542,7.7173600197,0.5287151337,0.01914305,9.052558,0.4934238,0.4244476,-9.424734
122003,0,379,51789,196,343.2631530762,0.0444123112,0.01626121,9.094082,0.01428105,0.08440886,-10.16769
108101,0,1927,53321,584,126.755821228,21.70677948,0.01525247,9.990722,0.5772449,2.960043,-9.519423
114100,0,2772,54529,524,213.4155731201,20.9321250916,0.01581035,9.247022,0.1868616,0.2545314,-9.84128
112083,0,520,52288,579,188.6703948975,3.3236501217,0.01563314,9.844289,0.7013424,0,NULL
124016,100468,393,51794,366,10.4421768189,1.1770720482,0.01795317,9.862911,0.7183732,1.148776,-9.802675
109085,0,473,51929,576,140.7838287354,2.4861094952,0.0172151,9.645633,0.2218503,0.6188597,-9.85404
114101,0,2125,53795,317,211.2088928223,31.0651187897,0.01455844,9.521629,0.7566937,0,NULL
109086,0,1591,52976,508,137.3895111084,32.5063552856,0.01426227,9.634135,0.1027614,0.4291065,-10.00157
112084,0,2241,54169,115,194.7929534912,27.6198787689,0.0191456,9.930723,0.01624202,0.03641983,-11.36939
107019,0,858,52316,234,117.1774673462,26.5397891998,0.01549638,9.163729,0.1003275,0.08888041,-10.21492
110049,201581,578,52339,509,160.912612915,4.9704818726,0.01918732,9.739801,0.2799046,1.035739,-9.724551
109087,0,471,51924,151,137.2265319824,1.4325580597,0.01640724,9.299582,0.2216767,0.1787854,-10.04725
110050,0,275,51910,556,161.9775543213,0.8125196099,0.01619722,9.461214,0.491168,0.8470629,-9.533298
108102,0,859,52317,23,120.2216873169,28.1303577423,0.01706279,9.785347,0.07495491,0.390578,-10.19364
111054,724143,2510,53877,628,178.0108795166,25.7511196137,0.01892076,9.146111,0.3980981,0.710003,-9.29485
113096,0,2641,54230,89,203.4837493896,17.7127246857,0.01538752,9.942428,0.4984138,0,NULL
113097,0,2011,53499,73,195.6589660645,28.5019130707,0.01921797,9.410975,0.01237457,0.05139549,-10.70005
111055,0,2500,54178,324,171.1879577637,22.8719062805,0.01929059,9.418401,0.2355538,0.3412137,-9.885374
113098,0,2009,53857,58,198.396987915,29.1265296936,0.01999333,9.857445,0.1329812,0.3236966,-10.34731
108103,0,1927,53321,184,125.1437301636,21.1054935455,0.01686381,9.333797,0.004959639,0.05694866,-10.57831
114102,0,2758,54523,227,212.4106292725,17.6100330353,0.0185059,9.169515,0.007532862,0.03340047,-10.64576
123008,332826,748,52233,102,356.7160949707,14.4806966782,0.01961173,9.434774,0.1302507,0.3245743,-9.92346
107020,0,859,52317,484,119.6072387695,28.7036705017,0.01401631,9.108685,0.1720205,0.2879831,-9.649319
109088,191417,2584,54153,521,149.7222137451,15.3799467087,0.01551918,9.52267,0.5368835,0.4688652,-9.851622
124017,100686,420,51871,593,14.4245080948,15.0680494309,0.0182259,9.614721,0.4358832,0.6215244,-9.821263
124018,0,391,51782,583,7.7525305748,0.4357150495,0.01916992,9.339138,0.2793445,0.2911832,-9.874971
109089,5021,1740,53050,573,141.4472045898,11.4245767593,0.01252454,9.870779,0.01445041,0.2518558,-10.46963
101016,0,429,51820,60,27.3288917542,13.0477790833,0.01781302,9.716373,0.00864331,0.0424608,-11.08839
107021,170971,929,52581,260,119.5206222534,26.5706596375,0.01524246,9.315713,0.6065968,0.6213371,-9.522386
