GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,ra,dec,z,MASS_P50,HIMASS_LIM
24139,220269,J121604.12+113205.4,1613,53115,244,184.0172,11.534849,0.0268,10.48,8.68
49844,7287,J121609.04+280746.7,2229,53823,587,184.03767,28.129663,0.02709,10.561,8.76
24168,224815,J121612.36+132615.4,1613,53115,418,184.05154,13.437624,0.02605,10.437,8.64
49861,7289,J121614.12+284545.4,2230,53799,43,184.05885,28.762611,0.02618,10.565,8.77
18299,223353,J121618.74+094449.2,1230,52672,199,184.07811,9.747022,0.04726,10.525,8.73
49847,724631,J121620.92+282700.8,2229,53823,612,184.08719,28.450241,0.04769,10.245,8.5
49919,724632,J121621.94+311243.8,2230,53799,570,184.09145,31.212194,0.02631,10.118,8.5
30242,220272,J121622.14+151543.2,1765,53466,633,184.09229,15.262026,0.03584,10.58,8.78
50090,724634,J121629.14+302334.7,2232,53827,353,184.12143,30.392998,0.04172,10.153,8.5
30255,220273,J121629.16+140044.4,1766,53468,123,184.12154,14.012348,0.02566,10.893,9.09
30263,220274,J121629.39+142950.9,1766,53468,161,184.12247,14.497473,0.02636,10.889,9.09
24179,224713,J121631.81+124432.1,1613,53115,477,184.13255,12.742253,0.04309,10.357,8.56
18298,220279,J121635.51+094042.8,1230,52672,195,184.14796,9.678582,0.04695,10.251,8.5
30265,226298,J121638.44+143139.2,1766,53468,166,184.16019,14.527576,0.0267,10.179,8.5
24736,220283,J121655.58+082132.8,1625,53140,339,184.23161,8.359135,0.03739,10.298,8.5
49767,227131,J121659.39+270546.3,2229,53823,21,184.2475,27.096195,0.03652,10.531,8.73
50099,724643,J121706.66+302735.4,2232,53827,394,184.27779,30.459854,0.03653,10.525,8.73
50078,724644,J121707.00+294536.2,2232,53827,272,184.27919,29.760057,0.04674,10.348,8.55
24132,224610,J121707.63+115926.2,1613,53115,185,184.28181,11.99063,0.04261,10.4,8.6
43086,724647,J121711.51+313037.7,2013,53818,281,184.29799,31.510489,0.04971,10.959,9.16
24740,225007,J121718.89+084332.7,1625,53140,364,184.32874,8.725754,0.04923,10.205,8.5
12829,225265,J121742.00+041004.8,844,52378,213,184.425,4.168009,0.04256,10.609,8.81
24183,220300,J121744.10+131015.7,1613,53115,490,184.43379,13.171041,0.04286,10.77,8.97
24741,220302,J121750.81+082549.0,1625,53140,370,184.46172,8.430279,0.04921,10.914,9.11
49957,724657,J121752.70+271056.6,2231,53816,188,184.4696,27.182402,0.04945,10.478,8.68
49853,227142,J121756.70+290715.6,2230,53799,13,184.48628,29.12102,0.04761,10.187,8.5
49988,227145,J121811.46+283239.7,2231,53816,404,184.54778,28.544378,0.0285,10.403,8.6
50081,724662,J121813.67+291742.0,2232,53827,294,184.55699,29.29501,0.04804,10.041,8.5
42835,724663,J121814.78+314714.7,2004,53737,26,184.56161,31.787432,0.04976,10.137,8.5
24112,224415,J121817.29+112208.5,1613,53115,121,184.57207,11.369033,0.02597,10.085,8.5
50080,7342,J121819.30+291513.0,2232,53827,290,184.58044,29.253614,0.0477,10.719,8.92
49952,227148,J121819.76+265215.6,2231,53816,126,184.58237,26.871002,0.04979,10.771,8.97
50178,227149,J121824.28+281831.4,2233,53845,324,184.6012,28.308723,0.04877,10.973,9.17
24186,221520,J121827.65+124147.3,1613,53115,498,184.61523,12.69649,0.02531,10.433,8.63
35140,220325,J121829.57+353720.0,1999,53503,534,184.62323,35.62224,0.03491,10.505,8.71
12777,225143,J121831.47+051359.6,843,52378,37,184.63113,5.233231,0.04859,10.061,8.5
18293,224929,J121832.72+092318.2,1230,52672,148,184.63634,9.388407,0.0486,10.244,8.5
50107,724668,J121834.64+301337.7,2232,53827,433,184.64435,30.227163,0.04692,10.129,8.5
24240,220327,J121837.40+125615.5,1614,53120,342,184.65584,12.937666,0.02536,10.451,8.65
37232,227154,J121837.88+353939.9,2105,53472,17,184.65787,35.661083,0.03485,10.345,8.55
24100,224613,J121843.09+113616.3,1613,53115,82,184.67957,11.604552,0.038,10.379,8.58
24235,222776,J121845.62+115334.3,1614,53120,319,184.6901,11.892887,0.02703,10.276,8.5
49927,227156,J121846.83+310128.0,2230,53799,605,184.69513,31.02447,0.03689,10.347,8.55
43097,728209,J121852.30+323750.0,2013,53818,346,184.71793,32.630577,0.04973,10.335,8.54
49998,724671,J121852.90+274440.1,2231,53816,473,184.72044,27.74448,0.02669,10.202,8.5
18335,224352,J121853.94+100010.1,1230,52672,517,184.72476,10.002822,0.04307,10.872,9.07
43088,724673,J121856.43+312241.8,2013,53818,295,184.73514,31.378283,0.04367,10.202,8.5
50086,724674,J121900.25+310139.9,2232,53827,339,184.75107,31.027765,0.03655,10.124,8.5
50185,724676,J121903.49+281645.7,2233,53845,333,184.76459,28.279364,0.02819,10.068,8.5
49994,227159,J121910.35+283324.8,2231,53816,449,184.79317,28.556902,0.02636,10.422,8.62
30349,221914,J121910.91+143212.3,1767,53436,279,184.79546,14.536758,0.04113,10.808,9.01
18291,224930,J121914.84+091540.3,1230,52672,136,184.81187,9.261198,0.04863,10.036,8.5
24233,220356,J121917.19+120058.2,1614,53120,312,184.82166,12.01619,0.02596,10.522,8.72
49924,220359,J121918.32+302031.0,2230,53799,587,184.82635,30.34197,0.02596,10.441,8.64
24117,220288,J121918.66+120105.4,1613,53115,145,184.82777,12.018189,0.02557,10.215,8.5
24118,220362,J121922.84+120229.8,1613,53115,147,184.84518,12.041621,0.02539,10.356,8.56
24236,220363,J121924.20+121804.9,1614,53120,320,184.85086,12.301379,0.02634,10.482,8.68
50013,227162,J121935.01+282114.7,2231,53816,538,184.8959,28.354101,0.02841,10.001,8.5
12861,220372,J121936.84+052352.1,844,52378,550,184.9035,5.39782,0.03887,10.508,8.71
50011,221654,J121938.57+282943.4,2231,53816,536,184.91074,28.495407,0.0277,10.782,8.98
24105,224617,J121939.82+114458.3,1613,53115,99,184.91594,11.749533,0.0389,10.406,8.61
24751,225008,J121939.86+084343.8,1625,53140,460,184.91608,8.728841,0.04906,10.466,8.67
12820,225353,J121939.87+035437.8,844,52378,45,184.91614,3.910506,0.04266,10.842,9.04
50073,220377,J121941.29+284931.7,2232,53827,248,184.92206,28.825489,0.02501,10.606,8.81
50072,220376,J121941.30+284708.6,2232,53827,244,184.9221,28.785734,0.02584,10.404,8.6
50074,220378,J121941.60+284329.1,2232,53827,250,184.92334,28.724771,0.02544,10.783,8.98
35231,728212,J121943.82+353025.3,2003,53442,291,184.9326,35.50703,0.03353,10.746,8.95
50008,7374,J121943.87+285146.1,2231,53816,523,184.93282,28.86282,0.02551,10.349,8.55
50182,724697,J121950.65+282418.8,2233,53845,329,184.96107,28.405247,0.02835,10.236,8.5
50007,724698,J121950.93+273611.0,2231,53816,520,184.96223,27.60306,0.04957,10.781,8.98
50179,221655,J121951.65+282521.3,2233,53845,325,184.96523,28.4226,0.02651,10.752,8.95
49999,227168,J121952.09+281229.9,2231,53816,503,184.96706,28.208307,0.0268,10.347,8.55
50181,221656,J121953.41+282309.1,2233,53845,327,184.97255,28.385864,0.0265,10.631,8.83
49933,724699,J121953.44+301607.2,2230,53799,631,184.9727,30.26867,0.02791,10.146,8.5
49931,724703,J121959.19+302135.9,2230,53799,625,184.99663,30.359997,0.02778,10.1,8.5
50197,227170,J122002.13+282642.2,2233,53845,376,185.00891,28.44508,0.02886,10.452,8.65
50198,227171,J122002.51+281937.8,2233,53845,377,185.01047,28.327171,0.02841,10.362,8.56
50071,227174,J122004.54+285350.1,2232,53827,241,185.01894,28.89727,0.02535,10.124,8.5
50006,7384,J122004.76+275831.1,2231,53816,518,185.01987,27.97533,0.02771,10.81,9.01
18421,222181,J122006.47+100429.2,1231,52725,352,185.027,10.074786,0.04337,10.602,8.8
50195,221657,J122010.20+282320.2,2233,53845,373,185.04254,28.388964,0.02547,10.495,8.7
35147,227175,J122011.79+353524.1,1999,53503,575,185.04913,35.59004,0.03231,10.069,8.5
50192,724710,J122013.74+283215.0,2233,53845,369,185.05727,28.53751,0.04241,10.482,8.68
18282,224931,J122016.88+091337.3,1230,52672,98,185.07036,9.227049,0.04938,10.088,8.5
50209,221658,J122018.54+275513.3,2233,53845,426,185.07727,27.920385,0.0494,10.682,8.88
50020,227178,J122020.70+282302.7,2231,53816,579,185.08627,28.38409,0.02753,10.129,8.5
18279,225012,J122023.10+085137.0,1230,52672,92,185.09628,8.860285,0.04881,10.598,8.8
49929,227180,J122025.14+303116.5,2230,53799,621,185.10477,30.521267,0.02804,10.536,8.74
18286,220401,J122026.54+092527.2,1230,52672,111,185.11061,9.424236,0.02518,10.174,8.5
50117,724718,J122028.51+304633.0,2232,53827,473,185.11882,30.77584,0.04763,10.155,8.5
18340,220402,J122029.52+101442.6,1230,52672,549,185.12303,10.245169,0.03174,10.521,8.72
24094,220403,J122030.18+112027.3,1613,53115,44,185.12575,11.340936,0.04307,11.082,9.28
24238,224819,J122036.91+132340.0,1614,53120,337,185.15381,13.394452,0.04294,10.952,9.15
35143,227181,J122037.10+342631.0,1999,53503,544,185.15462,34.44196,0.03241,11.073,9.27
35145,227184,J122041.86+342829.3,1999,53503,547,185.17442,34.474827,0.03268,10.129,8.5
24107,224623,J122047.54+115313.1,1613,53115,102,185.1981,11.886993,0.03879,10.441,8.64
24757,225016,J122048.14+084214.4,1625,53140,529,185.2006,8.704003,0.04944,10.042,8.5
50196,227187,J122100.21+283204.9,2233,53845,374,185.25089,28.534718,0.02644,10.218,8.5
50015,220428,J122109.77+280954.3,2231,53816,547,185.29073,28.165108,0.0283,11.015,9.22
50210,227190,J122111.34+280441.9,2233,53845,429,185.29729,28.078312,0.02742,10.356,8.56
6311,225497,J122112.77+024124.8,518,52282,640,185.3032,2.690225,0.04948,10.178,8.5
18422,224932,J122123.25+095053.0,1231,52725,359,185.34691,9.848059,0.04666,10.561,8.76
6352,225498,J122131.27+024255.3,519,52283,435,185.38033,2.715367,0.04981,10.353,8.55
30310,223478,J122135.27+155859.9,1766,53468,608,185.397,15.983324,0.03334,10.321,8.52
49951,724739,J122141.24+270045.5,2231,53816,109,185.42184,27.012653,0.04958,10.779,8.98
24099,220441,J122144.56+121512.8,1613,53115,78,185.43568,12.253582,0.039,10.094,8.5
18354,7417,J122145.60+103544.2,1230,52672,620,185.44003,10.595631,0.02647,10.869,9.07
50172,724743,J122150.94+262027.5,2233,53845,253,185.46225,26.340994,0.04973,11.328,9.53
24203,224739,J122156.16+125043.7,1613,53115,634,185.484,12.845478,0.04266,10.349,8.55
50029,220445,J122200.98+282551.8,2231,53816,607,185.5041,28.43108,0.02723,10.731,8.93
50021,220448,J122203.39+281109.5,2231,53816,583,185.51414,28.185991,0.02535,10.053,8.5
49939,724747,J122203.97+264109.3,2231,53816,15,185.51657,26.685944,0.03961,10.322,8.52
43078,724748,J122204.32+311945.0,2013,53818,214,185.51804,31.329182,0.04805,10.595,8.8
24224,220447,J122206.14+114516.9,1614,53120,254,185.52562,11.754714,0.02503,10.385,8.59
24760,225019,J122208.32+082408.0,1625,53140,578,185.53468,8.402228,0.04909,10.232,8.5
35229,227206,J122221.71+350916.4,2003,53442,202,185.59048,35.15457,0.02521,10.15,8.5
717,225752,J122224.39+004257.3,288,52000,572,185.60164,0.715944,0.04198,10.48,8.68
50106,724762,J122234.55+310014.3,2232,53827,415,185.64397,31.003983,0.04267,10.331,8.53
24260,224822,J122236.05+134301.2,1614,53120,459,185.65022,13.717027,0.04245,10.45,8.65
50050,220464,J122238.92+292618.7,2232,53827,81,185.66217,29.438528,0.02652,10.23,8.5
49936,724764,J122240.10+261609.5,2231,53816,1,185.66708,26.26933,0.0498,10.092,8.5
50221,227212,J122243.21+280437.2,2233,53845,480,185.68008,28.077017,0.03075,10.488,8.69
50104,227215,J122253.72+311047.2,2232,53827,410,185.72385,31.179792,0.04786,10.803,9
18356,7452,J122257.72+103253.9,1230,52672,622,185.74052,10.548313,0.0259,10.598,8.8
18355,222720,J122258.13+102839.5,1230,52672,621,185.74223,10.477659,0.02612,10.219,8.5
24764,223515,J122301.33+081147.0,1625,53140,625,185.75554,8.196401,0.0491,10.178,8.5
50109,227218,J122307.90+310304.3,2232,53827,443,185.78293,31.051203,0.02824,10.615,8.82
49940,227219,J122308.43+265419.0,2231,53816,16,185.78516,26.90529,0.04966,10.922,9.12
30336,224854,J122310.40+142047.1,1767,53436,189,185.79337,14.346428,0.04326,10.333,8.53
50025,222724,J122311.32+274556.4,2231,53816,593,185.7972,27.765686,0.02618,10.128,8.5
30332,220480,J122312.26+142320.2,1767,53436,184,185.80109,14.38896,0.04247,10.494,8.69
30338,224857,J122319.58+141813.4,1767,53436,193,185.83159,14.303741,0.0418,10.951,9.15
30366,224881,J122323.84+151018.7,1767,53436,477,185.84933,15.171888,0.04231,11.007,9.21
24262,224435,J122324.23+125647.8,1614,53120,467,185.85097,12.946626,0.02536,10.338,8.54
50110,227221,J122328.44+305904.0,2232,53827,444,185.86852,30.984468,0.02846,10.304,8.5
24267,224823,J122337.43+131142.4,1614,53120,489,185.90596,13.195119,0.04238,10.397,8.6
6323,221545,J122339.85+011925.5,519,52283,121,185.91605,1.323763,0.02643,10.03,8.5
30363,227846,J122340.75+161323.9,1767,53436,402,185.91983,16.22332,0.04491,10.29,8.5
6357,7464,J122341.57+025740.5,519,52283,482,185.92325,2.961266,0.0251,10.764,8.96
43114,728227,J122346.51+322708.3,2013,53818,503,185.94383,32.452316,0.03801,10.155,8.5
43061,724785,J122347.64+311541.5,2013,53818,124,185.94852,31.261555,0.04812,10.673,8.87
30326,224858,J122349.00+140820.3,1767,53436,134,185.9542,14.138984,0.04263,10.088,8.5
50223,220500,J122350.58+281158.1,2233,53845,486,185.96078,28.1995,0.02601,10.589,8.79
28011,226325,J122351.98+074712.3,1626,53472,483,185.96661,7.786766,0.04879,10.097,8.5
43108,224138,J122355.61+325721.8,2013,53818,457,185.9817,32.95607,0.03038,10.045,8.5
18402,225854,J122357.86+091511.2,1231,52725,226,185.9911,9.253131,0.02549,10.503,8.7
50165,227230,J122404.21+262507.8,2233,53845,204,186.01755,26.418844,0.03152,10.502,8.7
50214,227231,J122405.23+281832.1,2233,53845,453,186.0218,28.308924,0.03056,10.545,8.75
49944,227232,J122405.85+273440.4,2231,53816,72,186.02438,27.577902,0.03617,10.166,8.5
18395,220507,J122407.75+092301.4,1231,52725,189,186.03232,9.383723,0.02549,10.754,8.95
24270,220518,J122426.74+131400.3,1614,53120,532,186.11143,13.233437,0.02548,10.159,8.5
723,7487,J122427.31+000910.2,288,52000,633,186.11382,0.152854,0.0255,10.465,8.67
50163,724791,J122428.01+271240.4,2233,53845,176,186.11674,27.21124,0.03985,10.224,8.5
24268,713001,J122432.88+124219.1,1614,53120,491,186.13702,12.705308,0.02523,10.264,8.5
18437,220523,J122437.55+105020.5,1231,52725,419,186.15648,10.839045,0.02617,10.45,8.65
6318,222305,J122438.69+013242.9,519,52283,90,186.16121,1.545274,0.02557,10.184,8.5
50294,227235,J122441.52+295157.8,2234,53823,312,186.17302,29.866076,0.03031,10.391,8.59
28015,226334,J122455.50+075759.8,1626,53472,507,186.23126,7.966613,0.03824,10.464,8.66
6365,225510,J122456.51+024644.8,519,52283,550,186.23547,2.779132,0.02594,10.36,8.56
50045,724804,J122457.60+294945.6,2232,53827,67,186.24004,29.829348,0.0415,11.02,9.22
24277,225929,J122508.50+132703.3,1614,53120,563,186.28542,13.450918,0.03909,10.266,8.5
49941,227240,J122512.48+272408.5,2231,53816,33,186.30202,27.40237,0.04986,10.832,9.03
30377,226078,J122512.55+160536.0,1767,53436,530,186.3023,16.093344,0.03053,10.31,8.51
30323,224826,J122512.58+140221.3,1767,53436,93,186.30244,14.039272,0.04309,10.725,8.93
30376,226077,J122514.24+160713.1,1767,53436,526,186.30936,16.120312,0.03063,10.452,8.65
50127,724811,J122515.63+310521.0,2232,53827,566,186.31514,31.089169,0.04212,10.44,8.64
43059,728237,J122516.06+320044.9,2013,53818,120,186.31696,32.012493,0.03813,10.458,8.66
30327,225930,J122518.86+144547.7,1767,53436,157,186.32858,14.763256,0.04449,10.106,8.5
43047,724814,J122522.88+314935.5,2013,53818,62,186.34537,31.826553,0.03794,10.732,8.93
30374,220544,J122525.11+160727.0,1767,53436,521,186.35464,16.12419,0.0308,11.145,9.35
50038,724816,J122528.09+290948.9,2232,53827,20,186.36705,29.1636,0.03039,10.254,8.5
6360,220547,J122531.98+032616.6,519,52283,521,186.38329,3.437959,0.0262,10.27,8.5
28057,226338,J122532.62+080301.4,1627,53473,342,186.38593,8.050403,0.03814,10.296,8.5
28060,226339,J122532.64+073859.4,1627,53473,360,186.38602,7.649838,0.03788,10.722,8.92
6322,225511,J122540.71+022136.2,519,52283,112,186.41965,2.360079,0.04997,10.518,8.72
50048,227244,J122546.65+295715.7,2232,53827,77,186.44441,29.954388,0.03732,10.291,8.5
50044,724824,J122547.66+293946.6,2232,53827,66,186.44862,29.66297,0.03039,10.251,8.5
43048,724827,J122601.99+313638.4,2013,53818,63,186.50832,31.610687,0.04099,10.351,8.55
50229,724829,J122603.43+283039.5,2233,53845,536,186.51433,28.510998,0.04991,10.329,8.53
18517,224569,J122608.79+095847.2,1232,52731,346,186.53665,9.979789,0.04312,10.247,8.5
18448,224571,J122615.03+095954.7,1231,52725,494,186.56265,9.998549,0.04323,10.782,8.98
50384,220576,J122617.24+275216.2,2235,53847,344,186.57185,27.871168,0.02508,10.668,8.87
24285,224827,J122626.79+132822.1,1614,53120,620,186.61163,13.472818,0.04354,10.068,8.5
50296,724840,J122631.80+304724.8,2234,53823,337,186.6325,30.790224,0.04139,10.32,8.52
50302,227253,J122641.38+301424.2,2234,53823,353,186.67245,30.240067,0.04137,10.371,8.57
28018,224447,J122641.59+084432.2,1626,53472,523,186.67332,8.742288,0.0253,10.01,8.5
43165,728253,J122643.02+351740.7,2015,53819,365,186.67929,35.294647,0.03315,10.108,8.5
43167,227255,J122650.57+352423.0,2015,53819,377,186.71075,35.406395,0.03366,10.649,8.85
18377,220593,J122651.34+094638.9,1231,52725,119,186.71394,9.777496,0.04694,10.533,8.73
18509,224449,J122656.33+093239.5,1232,52731,275,186.73471,9.54432,0.02518,10.046,8.5
27966,222003,J122706.61+062533.3,1626,53472,45,186.77757,6.425929,0.02537,10.216,8.5
50156,222149,J122710.07+265726.7,2233,53845,115,186.79198,26.957418,0.02558,10.526,8.73
18510,224531,J122716.66+095516.0,1232,52731,277,186.81943,9.921132,0.04691,10.304,8.5
6375,7564,J122727.61+031807.6,519,52283,620,186.86507,3.302132,0.04876,11.054,9.25
6373,220611,J122731.23+031535.0,519,52283,612,186.88016,3.259734,0.04872,10.791,8.99
28028,222307,J122732.18+075747.7,1626,53472,592,186.88412,7.963269,0.03344,10.154,8.5
18452,224937,J122737.92+095659.0,1231,52725,519,186.908,9.949747,0.04581,10.404,8.6
18376,224938,J122746.51+094015.7,1231,52725,118,186.94383,9.671037,0.047,10.892,9.09
35225,227265,J122751.23+351751.3,2003,53442,1,186.96349,35.2976,0.03265,10.71,8.91
50305,724869,J122751.49+310440.9,2234,53823,380,186.96455,31.078037,0.0409,10.094,8.5
18360,224455,J122752.36+090328.3,1231,52725,9,186.96819,9.057886,0.03264,10.362,8.56
43036,227270,J122758.01+312308.5,2013,53818,20,186.99171,31.385708,0.04788,10.007,8.5
43169,728258,J122758.53+351854.5,2015,53819,410,186.99391,35.31514,0.03294,10.371,8.57
28062,226361,J122800.84+081108.1,1627,53473,393,187.00352,8.185594,0.03771,10.696,8.9
28061,226363,J122806.53+081407.8,1627,53473,362,187.02725,8.235501,0.03833,10.673,8.87
24211,224746,J122817.11+121848.0,1614,53120,73,187.07133,12.313359,0.04675,10.137,8.5
18526,224572,J122819.02+095942.7,1232,52731,394,187.07927,9.995212,0.04324,10.239,8.5
34402,227273,J122827.60+313307.8,1971,53472,297,187.115,31.55219,0.04621,10.031,8.5
34398,222135,J122828.99+314857.9,1971,53472,266,187.12083,31.816086,0.04503,10.703,8.9
43131,7598,J122830.91+323251.9,2013,53818,623,187.1288,32.547756,0.03019,10.68,8.88
50315,724875,J122831.93+295555.2,2234,53823,434,187.13307,29.93201,0.0373,10.055,8.5
43039,724877,J122835.99+313632.2,2013,53818,23,187.14996,31.608953,0.03825,10.185,8.5
43038,227275,J122840.70+313600.5,2013,53818,22,187.16962,31.600155,0.03809,10.495,8.7
50308,724879,J122843.92+311047.6,2234,53823,407,187.183,31.1799,0.04101,10.312,8.51
43130,728260,J122845.47+323047.6,2013,53818,622,187.18947,32.513237,0.04218,10.441,8.64
733,225759,J122849.16+003232.0,289,51990,516,187.20483,0.542223,0.03097,10.027,8.5
50279,724884,J122853.86+285021.7,2234,53823,248,187.22446,28.839369,0.04976,10.195,8.5
30423,226371,J122855.02+134726.9,1768,53442,286,187.22925,13.790827,0.04376,10.999,9.2
43040,227282,J122858.82+313935.4,2013,53818,24,187.24512,31.659836,0.03848,10.047,8.5
50283,7616,J122859.32+285143.0,2234,53823,258,187.24718,28.861944,0.02673,10.226,8.5
28030,226374,J122902.67+083133.3,1626,53472,617,187.26114,8.52592,0.03853,10.017,8.5
30316,224860,J122910.64+141902.9,1767,53436,24,187.29436,14.317475,0.04188,10.267,8.5
18460,220657,J122918.17+095612.0,1231,52725,592,187.32573,9.936671,0.03988,10.222,8.5
43034,220664,J122927.53+312653.3,2013,53818,12,187.36475,31.448147,0.04826,10.934,9.13
35388,227288,J122933.57+354617.5,2010,53495,283,187.38988,35.77153,0.0407,10.366,8.57
6406,225367,J122944.09+031741.6,520,52288,323,187.43372,3.294911,0.04369,10.233,8.5
43041,227289,J122947.52+313516.4,2013,53818,25,187.44801,31.58791,0.04727,10.651,8.85
6398,225518,J122949.70+023109.2,520,52288,226,187.4571,2.519249,0.02992,10.635,8.84
28070,226383,J122956.72+083538.1,1627,53473,448,187.48634,8.593936,0.03848,10.753,8.95
18519,224459,J122957.22+105454.8,1232,52731,361,187.48843,10.915242,0.0258,10.269,8.5
28032,226384,J123000.66+080615.5,1626,53472,625,187.50278,8.104328,0.0374,10.141,8.5
12913,225147,J123009.46+054444.2,845,52381,393,187.53943,5.745629,0.03972,10.685,8.89
24308,224635,J123009.49+113258.0,1615,53166,136,187.53958,11.549466,0.04066,10.048,8.5
50322,724897,J123013.34+302308.9,2234,53823,491,187.5556,30.385832,0.0496,10.301,8.5
6411,225370,J123019.40+032712.8,520,52288,369,187.58087,3.453561,0.04873,10.77,8.97
27965,226387,J123023.13+073234.9,1626,53472,39,187.59637,7.543052,0.0384,10.435,8.64
50323,724898,J123026.28+303734.4,2234,53823,498,187.60951,30.626238,0.04946,10.585,8.79
6401,225642,J123034.41+011624.4,520,52288,252,187.6434,1.273463,0.03104,10.014,8.5
30411,224862,J123049.80+143803.4,1768,53442,189,187.7075,14.634283,0.04501,10.453,8.65
18494,224942,J123052.56+092400.6,1232,52731,165,187.71901,9.400191,0.04915,10.824,9.02
18482,224943,J123053.16+090456.9,1232,52731,126,187.72153,9.08249,0.03931,10.43,8.63
18483,224945,J123055.29+090903.9,1232,52731,131,187.73041,9.151097,0.03927,10.341,8.54
12916,225150,J123055.35+052357.9,845,52381,440,187.73064,5.399444,0.04593,10.305,8.51
18486,224946,J123056.18+090548.9,1232,52731,137,187.7341,9.096931,0.0389,10.033,8.5
18463,224360,J123057.35+100827.2,1231,52725,624,187.739,10.140902,0.04842,10.614,8.81
18532,224575,J123057.84+104812.4,1232,52731,454,187.74104,10.803464,0.04886,10.798,9
6422,225371,J123107.03+030749.0,520,52288,461,187.7793,3.130292,0.04368,10.786,8.99
18484,224948,J123111.33+090623.1,1232,52731,133,187.79724,9.106437,0.03957,10.211,8.5
12901,220720,J123117.00+050429.4,845,52381,237,187.82085,5.074837,0.03283,10.087,8.5
43142,728265,J123129.13+340915.0,2015,53819,119,187.87141,34.15419,0.04085,10.138,8.5
18489,224949,J123129.58+094001.7,1232,52731,155,187.87325,9.667143,0.04311,10.51,8.71
18478,224950,J123131.98+090913.4,1232,52731,99,187.88329,9.153726,0.04703,10.013,8.5
18490,224952,J123140.59+094246.1,1232,52731,156,187.91914,9.71281,0.04337,10.175,8.5
34410,7671,J123142.75+333514.7,1971,53472,410,187.92813,33.587425,0.03122,10.567,8.77
24409,225943,J123202.91+122224.1,1616,53169,305,188.01213,12.37337,0.04937,10.221,8.5
43174,227314,J123208.16+345310.4,2015,53819,611,188.03403,34.88623,0.04074,10.577,8.78
28039,226400,J123212.27+063645.1,1627,53473,100,188.05115,6.612539,0.04886,10.29,8.5
751,225774,J123218.19+001716.2,289,51990,630,188.0758,0.287852,0.04165,10.061,8.5
24288,225944,J123218.29+111540.0,1615,53166,1,188.0762,11.261136,0.04085,10.559,8.76
12897,225271,J123219.81+043052.4,845,52381,192,188.08258,4.514562,0.04876,10.548,8.75
758,221803,J123222.23+000042.4,290,51941,346,188.09265,0.011782,0.0442,10.402,8.6
18488,224145,J123228.43+091437.1,1232,52731,148,188.11845,9.243656,0.03961,10.027,8.5
34386,227319,J123230.41+312229.7,1971,53472,125,188.12672,31.374928,0.02854,10.42,8.62
18588,224955,J123234.68+092415.5,1233,52734,298,188.14453,9.404332,0.04005,10.141,8.5
50267,7693,J123242.97+294244.6,2234,53823,120,188.17905,29.712393,0.02694,10.669,8.87
50477,724918,J123244.34+270258.7,2236,53729,320,188.18475,27.04966,0.03364,10.068,8.5
12894,225272,J123246.19+042209.3,845,52381,166,188.19246,4.369257,0.04433,10.463,8.66
12918,222169,J123250.29+054753.2,845,52381,459,188.20956,5.798128,0.03936,10.166,8.5
18469,225030,J123251.49+084423.9,1232,52731,43,188.21457,8.739977,0.03378,10.15,8.5
12895,225273,J123256.35+041930.5,845,52381,168,188.2348,4.325162,0.04439,10.193,8.5
6436,221950,J123259.70+032338.2,520,52288,533,188.24876,3.393966,0.04424,10.104,8.5
763,225777,J123306.04+004642.0,290,51941,372,188.27518,0.778345,0.0312,10.411,8.61
50474,227330,J123308.99+270539.7,2236,53729,307,188.28746,27.094381,0.03335,10.472,8.67
24403,220772,J123313.69+121449.2,1616,53169,271,188.30707,12.247004,0.02612,10.329,8.53
30443,226088,J123325.15+160433.9,1768,53442,533,188.35481,16.076109,0.04555,10.058,8.5
12923,225157,J123336.85+054938.0,845,52381,538,188.40358,5.827232,0.04286,10.128,8.5
12920,225159,J123349.82+055335.9,845,52381,528,188.45763,5.893311,0.04301,10.469,8.67
28085,220785,J123351.34+080128.8,1627,53473,583,188.46394,8.024691,0.0379,10.495,8.7
6385,225651,J123359.75+013158.0,520,52288,100,188.49898,1.532781,0.04793,10.27,8.5
24425,224750,J123403.51+130041.3,1616,53169,428,188.51465,13.011498,0.04283,10.171,8.5
765,222172,J123405.26+002851.7,290,51941,423,188.52196,0.481044,0.04419,10.456,8.66
50336,220789,J123406.94+264014.8,2235,53847,46,188.52895,26.67079,0.02608,10.721,8.92
24416,224835,J123408.45+131754.8,1616,53169,369,188.53522,13.298581,0.0444,10.502,8.7
50404,227339,J123409.10+280750.5,2235,53847,578,188.53792,28.13071,0.04003,10.548,8.75
30439,220790,J123410.30+155805.5,1768,53442,522,188.54295,15.968215,0.04609,11.054,9.25
12888,225381,J123412.59+035513.6,845,52381,94,188.55247,3.920447,0.02578,10.376,8.58
50403,227347,J123427.26+284306.9,2235,53847,565,188.6136,28.718607,0.03243,10.215,8.5
18581,220805,J123443.54+090016.8,1233,52734,250,188.68146,9.004694,0.04295,10.569,8.77
30401,224863,J123445.19+143326.5,1768,53442,79,188.68832,14.557387,0.04648,10.503,8.7
43175,728267,J123451.31+343742.9,2015,53819,622,188.7138,34.62861,0.04017,10.11,8.5
30449,226412,J123451.66+160259.5,1768,53442,567,188.71529,16.049881,0.04894,10.584,8.78
